File name,Score,Prosody,Noise/Disruption,Pre-speech noise,Repetition,Word,Pronunciation,pronScores,Assessor
a08_artist.wav,4,1,,,,artist,A t` I s t,1 1 1 1 1,Anne Marte
d17_artist.wav,4,,1,,,artist,A t` I s t,1 1 1 0 1,Anne Marte
d06_artist.wav,5,,,,,artist,A t` I s t,1 1 1 1 1,Anne Marte
a19_artist.wav,5,,1,,,artist,A t` I s t,1 1 1 1 1,Anne Marte
a05_artist.wav,3,,1,,,artist,A t` I s t,1 0 1 1 1,Anne Marte
a32_artist.wav,3,1,,1,,artist,A t` I s t,0 0 1 1 1,Anne Marte
d03_artist.wav,5,,,,,artist,A t` I s t,1 1 1 1 1,Anne Marte
a11_artist.wav,2,,1,,,artist,A t` I s t,1 0 0 1 1,Anne Marte
a26_artist.wav,4,,,1,,artist,A t` I s t,1 0 1 1 1,Anne Marte
d12_artist.wav,5,,,,,artist,A t` I s t,1 1 1 1 1,Anne Marte
a03_artist.wav,3,,,1,,artist,A t` I s t,1 0 1 1 1,Anne Marte
a34_artist.wav,3,1,,1,,artist,A t` I s t,1 0 1 1 1,Anne Marte
a28_artist.wav,3,,,1,,artist,A t` I s t,1 0 1 1 0,Anne Marte
d11_artist.wav,5,,,,,artist,A t` I s t,1 1 1 1 1,Anne Marte
a25_artist.wav,5,,,,,artist,A t` I s t,1 1 1 1 1,Anne Marte
a12_artist.wav,2,,,,,artist,A t` I s t,0 0 1 1 1,Anne Marte
d14_artist.wav,5,,,1,,artist,A t` I s t,1 1 1 1 1,Anne Marte
d08_artist.wav,5,,,,,artist,A t` I s t,1 1 1 1 1,Anne Marte
a17_artist.wav,5,,,1,,artist,A t` I s t,1 1 1 1 1,Anne Marte
a20_artist.wav,4,,,1,,artist,A t` I s t,1 0 1 1 1,Anne Marte
a31_artist.wav,4,,1,,,artist,A t` I s t,1 1 1 1 0,Anne Marte
a06_artist.wav,3,1,,,,artist,A t` I s t,1 0 1 1 1,Anne Marte
d19_artist.wav,3,,,,,artist,A t` I s t,1 0 1 0 1,Anne Marte
d05_artist.wav,5,,1,,,artist,A t` I s t,1 1 1 1 1,Anne Marte
d02_artist.wav,3,,,,,artist,A t` I s t,1 0 1 1 1,Anne Marte
a01_artist.wav,4,,,,,artist,A t` I s t,1 0 1 1 1,Anne Marte
a10_artist.wav,5,,,,,artist,A t` I s t,1 1 1 1 1,Anne Marte
a27_artist.wav,4,,,1,,artist,A t` I s t,1 0 1 1 1,Anne Marte
d13_artist.wav,5,,1,,,artist,A t` I s t,1 1 1 1 1,Anne Marte
a22_artist.wav,3,1,,,,artist,A t` I s t,1 0 1 1 1,Anne Marte
a15_artist.wav,4,,,1,,artist,A t` I s t,1 0 1 1 1,Anne Marte
d16_artist.wav,5,,,,,artist,A t` I s t,1 1 1 1 1,Anne Marte
a09_artist.wav,3,,,,,artist,A t` I s t,1 0 1 1 1,Anne Marte
a18_artist.wav,3,1,,,,artist,A t` I s t,1 0 1 1 1,Anne Marte
d07_artist.wav,5,,,,,artist,A t` I s t,1 1 1 1 1,Anne Marte
a04_artist.wav,3,1,,1,,artist,A t` I s t,1 0 1 1 1,Anne Marte
a33_artist.wav,3,,,1,,artist,A t` I s t,1 1 1 0 1,Anne Marte
d14_kart.wav,5,,,,,kart,k A t`,1 1 1,Anne Marte
d15_kart.wav,5,,,,,kart,k A t`,1 1 1,Anne Marte
a09_kart.wav,4,,,,,kart,k A t`,1 1 0,Anne Marte
a08_kart.wav,4,,,,,kart,k A t`,1 1 0,Anne Marte
a03_kart.wav,4,,,1,,kart,k A t`,1 1 0,Anne Marte
a02_kart.wav,3,,,1,,kart,k A t`,1 1 0,Anne Marte
a20_kart.wav,5,,,1,,kart,k A t`,1 1 1,Anne Marte
a21_kart.wav,3,,1,1,,kart,k A t`,1 1 0,Anne Marte
d03_kart.wav,5,,,,,kart,k A t`,1 1 1,Anne Marte
d02_kart.wav,5,,1,,,kart,k A t`,1 1 1,Anne Marte
d09_kart.wav,0,,1,,,kart,k A t`,0 0 0,Anne Marte
d08_kart.wav,4,1,1,,,kart,k A t`,1 1 1,Anne Marte
a14_kart.wav,4,,,1,,kart,k A t`,1 1 0,Anne Marte
a15_kart.wav,3,,,1,,kart,k A t`,1 1 0,Anne Marte
a27_kart.wav,4,,,1,,kart,k A t`,1 1 0,Anne Marte
a26_kart.wav,4,,,1,,kart,k A t`,1 1 0,Anne Marte
a19_kart.wav,5,,,1,,kart,k A t`,1 1 1,Anne Marte
a18_kart.wav,4,,,1,,kart,k A t`,1 1 0,Anne Marte
d04_kart.wav,5,,,,,kart,k A t`,1 1 1,Anne Marte
d05_kart.wav,5,,1,,,kart,k A t`,1 1 1,Anne Marte
a13_kart.wav,3,,1,,,kart,k A t`,1 0 0,Anne Marte
a12_kart.wav,3,,1,,,kart,k A t`,1 1 0,Anne Marte
a30_kart.wav,3,,,1,,kart,k A t`,1 1 0,Anne Marte
a31_kart.wav,4,1,,1,,kart,k A t`,1 1 1,Anne Marte
d13_kart.wav,5,,1,,,kart,k A t`,1 1 1,Anne Marte
d12_kart.wav,4,,1,,,kart,k A t`,1 1 0,Anne Marte
a04_kart.wav,3,,,1,,kart,k A t`,1 1 0,Anne Marte
a05_kart.wav,4,,1,,,kart,k A t`,1 1 0,Anne Marte
d19_kart.wav,5,,1,,,kart,k A t`,1 1 1,Anne Marte
d18_kart.wav,5,,1,,,kart,k A t`,1 1 1,Anne Marte
a29_kart.wav,4,,,1,,kart,k A t`,1 1 0,Anne Marte
a28_kart.wav,4,,,1,,kart,k A t`,1 1 0,Anne Marte
a17_kart.wav,4,,,1,,kart,k A t`,1 0 1,Anne Marte
a16_kart.wav,5,,,1,,kart,k A t`,1 1 1,Anne Marte
a23_kart.wav,4,,,1,,kart,k A t`,1 1 0,Anne Marte
a22_kart.wav,5,,,1,,kart,k A t`,1 1 1,Anne Marte
d01_kart.wav,5,,1,,,kart,k A t`,1 1 1,Anne Marte
a01_kart.wav,2,,,,,kart,k A t`,1 0 0,Anne Marte
a34_kart.wav,3,,,1,,kart,k A t`,1 1 0,Anne Marte
d17_kart.wav,5,,1,,,kart,k A t`,1 1 1,Anne Marte
d16_kart.wav,5,,,,,kart,k A t`,1 1 1,Anne Marte
a07_kart.wav,1,,1,,,kart,k A t`,0 0 0,Anne Marte
a06_kart.wav,3,,,,,kart,k A t`,1 1 0,Anne Marte
a33_kart.wav,5,,,1,,kart,k A t`,1 1 1,Anne Marte
a32_kart.wav,3,,,1,,kart,k A t`,0 1 1,Anne Marte
d10_kart.wav,4,,1,,,kart,k A t`,1 0 1,Anne Marte
d11_kart.wav,4,,,,,kart,k A t`,1 1 0,Anne Marte
a10_kart.wav,4,,1,,,kart,k A t`,1 1 0,Anne Marte
a11_kart.wav,3,,,,,kart,k A t`,1 0 0,Anne Marte
a25_kart.wav,2,,,1,,kart,k A t`,0 0 1,Anne Marte
d07_kart.wav,5,,,,,kart,k A t`,1 1 1,Anne Marte
d06_kart.wav,5,,,,,kart,k A t`,1 1 1,Anne Marte
d14_kart.wav,5,,,,,kart,k A t`,1 1 1,Jeanett
d15_kart.wav,5,,,,,kart,k A t`,1 1 1,Jeanett
a09_kart.wav,4,,,,,kart,k A t`,1 1 0,Jeanett
a08_kart.wav,4,,,,,kart,k A t`,1 1 0,Jeanett
a03_kart.wav,4,,,1,,kart,k A t`,1 1 0,Jeanett
a02_kart.wav,3,,,1,,kart,k A t`,1 1 0,Jeanett
a20_kart.wav,5,,1,1,,kart,k A t`,1 1 1,Jeanett
a21_kart.wav,3,1,1,1,,kart,k A t`,1 1 0,Jeanett
d03_kart.wav,5,,,,,kart,k A t`,1 1 1,Jeanett
d02_kart.wav,5,,1,,,kart,k A t`,1 1 1,Jeanett
d09_kart.wav,0,,1,,,kart,k A t`,0 0 0,Jeanett
d08_kart.wav,4,1,1,,,kart,k A t`,1 1 1,Jeanett
a14_kart.wav,4,,1,1,,kart,k A t`,1 1 0,Jeanett
a15_kart.wav,3,,,1,,kart,k A t`,1 0 0,Jeanett
a27_kart.wav,4,,,1,,kart,k A t`,1 1 0,Jeanett
a26_kart.wav,4,,,1,,kart,k A t`,1 1 0,Jeanett
a19_kart.wav,5,,,1,,kart,k A t`,1 1 1,Jeanett
a18_kart.wav,4,,,1,,kart,k A t`,1 1 0,Jeanett
d04_kart.wav,5,,,,,kart,k A t`,1 1 1,Jeanett
d05_kart.wav,5,,1,,,kart,k A t`,1 1 1,Jeanett
a13_kart.wav,3,,1,,,kart,k A t`,1 0 0,Jeanett
a12_kart.wav,3,,1,,,kart,k A t`,1 1 0,Jeanett
a30_kart.wav,3,,,1,,kart,k A t`,1 1 0,Jeanett
a31_kart.wav,4,,1,1,,kart,k A t`,1 0 1,Jeanett
d13_kart.wav,5,,1,,,kart,k A t`,1 1 1,Jeanett
d12_kart.wav,4,1,1,,,kart,k A t`,1 1 1,Jeanett
a04_kart.wav,3,,,1,,kart,k A t`,1 1 0,Jeanett
a05_kart.wav,4,,1,,,kart,k A t`,1 1 0,Jeanett
d19_kart.wav,5,,1,,,kart,k A t`,1 1 1,Jeanett
d18_kart.wav,5,,1,,,kart,k A t`,1 1 1,Jeanett
a29_kart.wav,4,1,,1,,kart,k A t`,1 1 1,Jeanett
a28_kart.wav,4,,,1,,kart,k A t`,1 1 0,Jeanett
a17_kart.wav,4,,,1,,kart,k A t`,1 0 1,Jeanett
a16_kart.wav,5,,,1,,kart,k A t`,1 1 1,Jeanett
a23_kart.wav,4,,,1,,kart,k A t`,1 1 0,Jeanett
a22_kart.wav,5,,,1,,kart,k A t`,1 1 1,Jeanett
d01_kart.wav,5,,1,,,kart,k A t`,1 1 1,Jeanett
a01_kart.wav,2,,,,,kart,k A t`,0 0 0,Jeanett
a34_kart.wav,3,,,1,,kart,k A t`,1 1 0,Jeanett
d17_kart.wav,5,,1,,,kart,k A t`,1 1 1,Jeanett
d16_kart.wav,5,,1,,,kart,k A t`,1 1 1,Jeanett
a07_kart.wav,1,,1,,,kart,k A t`,0 0 0,Jeanett
a06_kart.wav,3,,,,,kart,k A t`,1 1 0,Jeanett
a33_kart.wav,5,,,1,,kart,k A t`,1 1 1,Jeanett
a32_kart.wav,3,,,1,,kart,k A t`,0 1 1,Jeanett
d10_kart.wav,4,1,1,,,kart,k A t`,1 1 1,Jeanett
d11_kart.wav,4,,,,,kart,k A t`,1 1 0,Jeanett
a10_kart.wav,4,,1,,,kart,k A t`,1 1 0,Jeanett
a11_kart.wav,3,,,,,kart,k A t`,0 1 0,Jeanett
a25_kart.wav,2,,,1,,kart,k A t`,0 0 1,Jeanett
d07_kart.wav,5,,,,,kart,k A t`,1 1 1,Jeanett
d06_kart.wav,5,,1,,,kart,k A t`,1 1 1,Jeanett
a32_syr.wav,4,1,,1,,syr,s y: r,1 1 1,Jeanett
a22_syr.wav,4,1,1,,,syr,s y: r,1 1 1,Jeanett
a14_syr.wav,4,1,,1,,syr,s y: r,1 1 1,Jeanett
a15_syr.wav,3,,,1,,syr,s y: r,1 0 0,Jeanett
a23_syr.wav,5,,,1,,syr,s y: r,1 1 1,Jeanett
a33_syr.wav,4,,,1,,syr,s y: r,1 1 0,Jeanett
a28_syr.wav,4,,,1,,syr,s y: r,1 0 1,Jeanett
a17_syr.wav,5,,,1,,syr,s y: r,1 1 1,Jeanett
a31_syr.wav,5,,,1,,syr,s y: r,1 1 1,Jeanett
a21_syr.wav,5,,,1,,syr,s y: r,1 1 1,Jeanett
a20_syr.wav,5,,,1,,syr,s y: r,1 1 1,Jeanett
a30_syr.wav,3,,,1,,syr,s y: r,1 1 0,Jeanett
a29_syr.wav,3,,,1,,syr,s y: r,1 1 0,Jeanett
a16_syr.wav,5,,,1,,syr,s y: r,1 1 1,Jeanett
a25_syr.wav,2,,,1,,syr,s y: r,1 0 0,Jeanett
a34_syr.wav,3,,,1,,syr,s y: r,1 1 0,Jeanett
a19_syr.wav,5,,,1,,syr,s y: r,1 1 1,Jeanett
a26_syr.wav,3,1,,1,,syr,s y: r,1 1 0,Jeanett
a18_syr.wav,4,,,1,,syr,s y: r,1 1 0,Jeanett
a27_syr.wav,5,,,1,,syr,s y: r,1 1 1,Jeanett
a12_jern.wav,3,,,,,jern,j {: n`,1 1 0,Anne Marte
a13_jern.wav,3,,,,,jern,j {: n`,1 1 0,Anne Marte
d05_jern.wav,4,,,,,jern,j {: n`,1 1 0,Anne Marte
d04_jern.wav,5,,,,,jern,j {: n`,1 1 1,Anne Marte
a18_jern.wav,3,,,1,,jern,j {: n`,0 1 0,Anne Marte
a19_jern.wav,5,,,1,,jern,j {: n`,1 1 1,Anne Marte
a26_jern.wav,3,,,,,jern,j {: n`,1 1 0,Anne Marte
a27_jern.wav,4,,,1,,jern,j {: n`,1 1 0,Anne Marte
d18_jern.wav,5,,,,,jern,j {: n`,1 1 1,Anne Marte
d19_jern.wav,4,,1,,,jern,j {: n`,1 0 1,Anne Marte
a05_jern.wav,3,,1,,,jern,j {: n`,1 1 0,Anne Marte
a04_jern.wav,3,,,1,,jern,j {: n`,0 1 0,Anne Marte
d12_jern.wav,4,1,,,,jern,j {: n`,1 1 1,Anne Marte
d13_jern.wav,4,,1,,,jern,j {: n`,1 1 0,Anne Marte
a31_jern.wav,4,,,1,,jern,j {: n`,1 0 1,Anne Marte
a30_jern.wav,3,,,1,,jern,j {: n`,1 1 0,Anne Marte
a02_jern.wav,4,,,1,,jern,j {: n`,0 1 1,Anne Marte
a03_jern.wav,3,,,1,,jern,j {: n`,1 0 0,Anne Marte
a08_jern.wav,5,,,,,jern,j {: n`,1 1 1,Anne Marte
a09_jern.wav,3,,,,,jern,j {: n`,1 1 0,Anne Marte
d15_jern.wav,5,,,,,jern,j {: n`,1 1 1,Anne Marte
d14_jern.wav,5,,,,,jern,j {: n`,1 1 1,Anne Marte
a15_jern.wav,4,,,1,,jern,j {: n`,1 0 1,Anne Marte
a14_jern.wav,5,,,1,,jern,j {: n`,1 1 1,Anne Marte
d08_jern.wav,4,,,,,jern,j {: n`,0 1 1,Anne Marte
d09_jern.wav,3,,1,,,jern,j {: n`,1 1 0,Anne Marte
d02_jern.wav,4,,,,,jern,j {: n`,1 0 1,Anne Marte
d03_jern.wav,5,,,,,jern,j {: n`,1 1 1,Anne Marte
a21_jern.wav,5,,,1,,jern,j {: n`,1 1 1,Anne Marte
a20_jern.wav,4,,,1,,jern,j {: n`,1 1 0,Anne Marte
d11_jern.wav,5,,,,,jern,j {: n`,1 1 1,Anne Marte
d10_jern.wav,5,,,,,jern,j {: n`,1 1 1,Anne Marte
a32_jern.wav,3,1,,1,,jern,j {: n`,1 1 0,Anne Marte
a33_jern.wav,5,,,1,,jern,j {: n`,1 1 1,Anne Marte
a06_jern.wav,4,,,,,jern,j {: n`,1 1 0,Anne Marte
a07_jern.wav,4,,,,,jern,j {: n`,1 1 0,Anne Marte
d06_jern.wav,5,,,,,jern,j {: n`,1 1 1,Anne Marte
d07_jern.wav,5,,,,,jern,j {: n`,1 1 1,Anne Marte
a25_jern.wav,4,,,,,jern,j {: n`,1 0 1,Anne Marte
a11_jern.wav,3,,,,,jern,j {: n`,1 1 0,Anne Marte
a10_jern.wav,3,1,,,,jern,j {: n`,1 1 0,Anne Marte
d01_jern.wav,5,,,,,jern,j {: n`,1 1 1,Anne Marte
a22_jern.wav,4,,,1,,jern,j {: n`,1 0 1,Anne Marte
a23_jern.wav,3,,,1,,jern,j {: n`,1 0 0,Anne Marte
a16_jern.wav,5,,,1,,jern,j {: n`,1 1 1,Anne Marte
a17_jern.wav,4,,,,,jern,j {: n`,1 1 0,Anne Marte
a28_jern.wav,4,,,1,,jern,j {: n`,1 1 0,Anne Marte
a29_jern.wav,4,,,,,jern,j {: n`,1 0 1,Anne Marte
d16_jern.wav,5,,,,,jern,j {: n`,1 1 1,Anne Marte
d17_jern.wav,5,,1,,,jern,j {: n`,1 1 1,Anne Marte
a34_jern.wav,4,,,,,jern,j {: n`,1 1 0,Anne Marte
a01_jern.wav,2,,,,,jern,j {: n`,1 0 0,Anne Marte
a02_lytte.wav,3,,,1,,lytte,l Y t @,1 1 0 1,Jeanett
a16_lytte.wav,3,,,1,,lytte,l Y t @,1 1 1 0,Jeanett
a23_lytte.wav,4,1,,1,,lytte,l Y t @,1 1 1 1,Jeanett
d09_lytte.wav,5,,1,,,lytte,l Y t @,1 1 1 1,Jeanett
d10_lytte.wav,5,,,,,lytte,l Y t @,1 1 1 1,Jeanett
d04_lytte.wav,3,,,,,lytte,l Y t @,1 1 0 1,Jeanett
a31_lytte.wav,4,1,,1,,lytte,l Y t @,1 1 1 1,Jeanett
a25_lytte.wav,3,,,1,,lytte,l Y t @,1 1 0 1,Jeanett
a04_lytte.wav,4,1,,1,,lytte,l Y t @,1 1 1 1,Jeanett
a10_lytte.wav,3,,,1,,lytte,l Y t @,0 1 1 1,Jeanett
d16_lytte.wav,5,,,,,lytte,l Y t @,1 1 1 1,Jeanett
d02_lytte.wav,5,,,,,lytte,l Y t @,1 1 1 1,Jeanett
a28_lytte.wav,4,1,,1,,lytte,l Y t @,1 1 1 1,Jeanett
a09_lytte.wav,4,1,,,,lytte,l Y t @,1 1 1 1,Jeanett
a17_lytte.wav,4,1,,1,,lytte,l Y t @,1 1 1 1,Jeanett
a03_lytte.wav,4,1,,1,,lytte,l Y t @,1 1 1 1,Jeanett
a22_lytte.wav,3,,,1,,lytte,l Y t @,0 1 1 1,Jeanett
d08_lytte.wav,5,,,,,lytte,l Y t @,1 1 1 1,Jeanett
d05_lytte.wav,5,,1,,,lytte,l Y t @,1 1 1 1,Jeanett
d11_lytte.wav,3,,1,,,lytte,l Y t @,1 0 1 1,Jeanett
a30_lytte.wav,3,1,,,,lytte,l Y t @,1 0 1 1,Jeanett
a11_lytte.wav,4,,1,,,lytte,l Y t @,1 1 1 0,Jeanett
a05_lytte.wav,4,1,1,,,lytte,l Y t @,1 1 1 1,Jeanett
d03_lytte.wav,4,,,,,lytte,l Y t @,1 0 1 1,Jeanett
a29_lytte.wav,3,,,1,,lytte,l Y t @,1 0 1 1,Jeanett
d17_lytte.wav,5,,1,,,lytte,l Y t @,1 1 1 1,Jeanett
a08_lytte.wav,3,,1,,,lytte,l Y t @,0 1 0 1,Jeanett
a21_lytte.wav,4,1,,1,,lytte,l Y t @,1 1 1 1,Jeanett
a14_lytte.wav,4,1,1,1,,lytte,l Y t @,1 1 1 1,Jeanett
d12_lytte.wav,5,,,,,lytte,l Y t @,1 1 1 1,Jeanett
d06_lytte.wav,3,,,,,lytte,l Y t @,1 0 1 1,Jeanett
a19_lytte.wav,4,,,1,,lytte,l Y t @,1 0 1 1,Jeanett
a06_lytte.wav,4,1,,,,lytte,l Y t @,1 1 1 1,Jeanett
a12_lytte.wav,4,1,,,,lytte,l Y t @,1 1 1 1,Jeanett
a33_lytte.wav,5,,,1,,lytte,l Y t @,1 1 1 1,Jeanett
d18_lytte.wav,5,,,,,lytte,l Y t @,1 1 1 1,Jeanett
a27_lytte.wav,4,,,1,,lytte,l Y t @,1 1 0 1,Jeanett
d14_lytte.wav,3,1,1,,,lytte,l Y t @,1 0 1 1,Jeanett
d19_lytte.wav,4,1,1,,,lytte,l Y t @,1 1 1 1,Jeanett
a20_lytte.wav,3,1,,1,,lytte,l Y t @,1 0 1 1,Jeanett
a34_lytte.wav,4,1,,1,,lytte,l Y t @,1 1 1 1,Jeanett
a15_lytte.wav,4,1,,1,,lytte,l Y t @,1 1 1 1,Jeanett
a01_lytte.wav,3,,,,,lytte,l Y t @,1 1 0 1,Jeanett
d07_lytte.wav,4,1,1,,,lytte,l Y t @,1 1 1 1,Jeanett
d13_lytte.wav,5,,,,,lytte,l Y t @,1 1 1 1,Jeanett
a18_lytte.wav,4,1,,1,,lytte,l Y t @,1 1 1 1,Jeanett
a13_lytte.wav,4,1,,,,lytte,l Y t @,1 1 1 1,Jeanett
a07_lytte.wav,3,,1,,,lytte,l Y t @,1 0 1 1,Jeanett
a26_lytte.wav,3,,,1,,lytte,l Y t @,1 0 1 1,Jeanett
a32_lytte.wav,4,1,,1,,lytte,l Y t @,1 1 1 1,Jeanett
d01_lytte.wav,5,,,,,lytte,l Y t @,1 1 1 1,Jeanett
d15_lytte.wav,5,,,,,lytte,l Y t @,1 1 1 1,Jeanett
a09_barn.wav,3,,,,,barn,b A: n`,1 1 0,Anne Marte
a08_barn.wav,4,,,,,barn,b A: n`,0 1 1,Anne Marte
d14_barn.wav,4,,,,,barn,b A: n`,1 1 0,Anne Marte
d15_barn.wav,5,,,,,barn,b A: n`,1 1 1,Anne Marte
a03_barn.wav,3,,,1,,barn,b A: n`,1 1 0,Anne Marte
a02_barn.wav,4,1,,1,,barn,b A: n`,1 1 1,Anne Marte
d03_barn.wav,5,,,,,barn,b A: n`,1 1 1,Anne Marte
d02_barn.wav,0,,1,,,barn,b A: n`,0 0 0,Anne Marte
a20_barn.wav,3,,,,,barn,b A: n`,1 0 1,Anne Marte
a21_barn.wav,4,,,1,,barn,b A: n`,1 1 0,Anne Marte
a14_barn.wav,5,,1,1,,barn,b A: n`,1 1 1,Anne Marte
a15_barn.wav,5,,,,,barn,b A: n`,1 1 1,Anne Marte
d09_barn.wav,5,,1,,,barn,b A: n`,1 1 1,Anne Marte
d08_barn.wav,2,1,1,,,barn,b A: n`,0 1 0,Anne Marte
d04_barn.wav,5,,,,,barn,b A: n`,1 1 1,Anne Marte
d05_barn.wav,5,,,,,barn,b A: n`,1 1 1,Anne Marte
a19_barn.wav,5,,,1,,barn,b A: n`,1 1 1,Anne Marte
a18_barn.wav,4,,,1,,barn,b A: n`,1 1 0,Anne Marte
a27_barn.wav,4,,,1,,barn,b A: n`,1 1 0,Anne Marte
a26_barn.wav,3,,,,,barn,b A: n`,0 1 0,Anne Marte
a13_barn.wav,0,,1,1,,barn,b A: n`,0 0 0,Anne Marte
a12_barn.wav,2,,1,,,barn,b A: n`,0 1 0,Anne Marte
d13_barn.wav,2,,,,,barn,b A: n`,0 1 0,Anne Marte
d12_barn.wav,5,,,,,barn,b A: n`,1 1 1,Anne Marte
